"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 23, 2006","4,848.25","4,903.75","4,905.30","4,824.40","-","-0.90%"
"Oct 21, 2006","4,892.25","4,922.45","4,933.50","4,885.55","-","0.24%"
"Oct 20, 2006","4,880.75","4,913.45","4,941.20","4,870.25","-","-0.13%"
"Oct 19, 2006","4,886.90","4,948.55","4,959.25","4,861.30","-","-0.99%"
"Oct 18, 2006","4,935.80","4,991.85","4,991.85","4,926.75","-","-0.74%"
"Oct 17, 2006","4,972.75","5,030.65","5,041.60","4,938.45","-","-0.07%"
"Oct 16, 2006","4,976.00","4,924.65","5,011.50","4,910.50","-","1.47%"
"Oct 13, 2006","4,904.10","4,852.20","4,927.50","4,844.20","-","2.02%"
"Oct 12, 2006","4,806.85","4,687.55","4,814.85","4,665.95","-","2.60%"
"Oct 11, 2006","4,685.25","4,677.60","4,737.20","4,655.75","-","2.59%"
"Oct 10, 2006","4,566.90","4,561.25","4,610.60","4,553.00","-","0.57%"
"Oct 09, 2006","4,541.20","4,497.10","4,569.50","4,484.00","-","0.54%"
"Oct 06, 2006","4,516.90","4,540.55","4,549.35","4,505.20","-","-0.25%"
"Oct 05, 2006","4,528.35","4,476.70","4,539.75","4,469.90","-","2.29%"
"Oct 04, 2006","4,426.80","4,503.40","4,528.20","4,416.35","-","-1.83%"
"Oct 03, 2006","4,509.15","4,559.60","4,559.60","4,494.85","-","-0.69%"
"Sep 29, 2006","4,540.50","4,535.20","4,556.10","4,533.10","-","0.22%"
"Sep 28, 2006","4,530.75","4,513.85","4,557.15","4,505.20","-","-0.36%"
"Sep 27, 2006","4,546.95","4,561.85","4,594.05","4,532.70","-","-0.32%"
"Sep 26, 2006","4,561.40","4,505.90","4,573.50","4,503.55","-","1.51%"
"Sep 25, 2006","4,493.45","4,584.60","4,592.35","4,483.35","-","-1.16%"
"Sep 22, 2006","4,546.35","4,594.05","4,594.05","4,528.75","-","-1.05%"
"Sep 21, 2006","4,594.45","4,546.60","4,600.35","4,546.60","-","1.27%"
"Sep 20, 2006","4,536.90","4,473.85","4,543.10","4,441.60","-","1.07%"
"Sep 19, 2006","4,488.95","4,471.40","4,532.55","4,451.60","-","0.32%"
"Sep 18, 2006","4,474.70","4,469.45","4,497.90","4,462.20","-","0.15%"
"Sep 15, 2006","4,468.00","4,491.55","4,492.30","4,431.10","-","-0.62%"
"Sep 14, 2006","4,495.85","4,474.85","4,510.90","4,474.85","-","0.75%"
"Sep 13, 2006","4,462.20","4,423.00","4,487.25","4,413.20","-","1.95%"
"Sep 12, 2006","4,376.90","4,314.30","4,387.65","4,289.85","-","1.88%"
"Sep 11, 2006","4,296.05","4,430.80","4,445.10","4,282.85","-","-2.93%"
"Sep 08, 2006","4,425.50","4,461.30","4,461.30","4,402.05","-","-0.24%"
"Sep 07, 2006","4,435.95","4,472.60","4,476.50","4,414.85","-","-1.21%"
"Sep 06, 2006","4,490.10","4,516.55","4,521.10","4,481.60","-","-0.17%"
"Sep 05, 2006","4,497.70","4,530.65","4,545.45","4,486.40","-","-0.55%"
"Sep 04, 2006","4,522.40","4,461.25","4,532.50","4,461.25","-","1.60%"
"Sep 01, 2006","4,451.35","4,443.75","4,455.90","4,429.15","-","0.13%"
"Aug 31, 2006","4,445.60","4,456.45","4,483.95","4,427.95","-","-0.04%"
"Aug 30, 2006","4,447.40","4,463.15","4,480.35","4,435.75","-","-0.25%"
"Aug 29, 2006","4,458.55","4,408.70","4,464.80","4,408.70","-","1.32%"
"Aug 28, 2006","4,400.65","4,373.75","4,407.20","4,359.50","-","0.57%"
"Aug 25, 2006","4,375.85","4,377.25","4,400.55","4,363.55","-","-0.01%"
"Aug 24, 2006","4,376.15","4,336.10","4,385.10","4,307.10","-","0.56%"
"Aug 23, 2006","4,351.95","4,392.95","4,407.15","4,335.80","-","-0.80%"
"Aug 22, 2006","4,386.95","4,402.70","4,430.65","4,370.50","-","-0.02%"
"Aug 21, 2006","4,388.00","4,352.20","4,397.35","4,320.20","-","0.80%"
"Aug 18, 2006","4,353.00","4,363.55","4,367.00","4,241.00","-","0.24%"
"Aug 17, 2006","4,342.60","4,366.00","4,402.60","4,328.15","-","-0.38%"
"Aug 16, 2006","4,359.15","4,373.50","4,422.65","4,345.35","-","0.48%"
"Aug 14, 2006","4,338.45","4,310.15","4,352.30","4,310.15","-","0.77%"
"Aug 11, 2006","4,305.45","4,292.50","4,320.30","4,256.75","-","0.38%"
"Aug 10, 2006","4,289.05","4,265.15","4,295.55","4,241.80","-","0.81%"
"Aug 09, 2006","4,254.55","4,202.40","4,278.60","4,166.60","-","1.23%"
"Aug 08, 2006","4,202.80","4,146.00","4,210.80","4,146.00","-","1.38%"
"Aug 07, 2006","4,145.75","4,191.55","4,200.80","4,135.60","-","-1.25%"
"Aug 04, 2006","4,198.40","4,189.10","4,249.50","4,171.10","-","0.17%"
"Aug 03, 2006","4,191.40","4,164.85","4,234.95","4,164.85","-","0.63%"
"Aug 02, 2006","4,165.25","4,111.05","4,174.95","4,090.25","-","1.07%"
"Aug 01, 2006","4,121.20","4,096.40","4,133.90","4,071.85","-","0.19%"
"Jul 31, 2006","4,113.55","4,130.80","4,162.90","4,093.25","-","1.14%"
"Jul 28, 2006","4,067.30","4,140.15","4,159.35","4,035.85","-","-1.73%"
"Jul 27, 2006","4,138.95","4,099.30","4,146.55","4,072.50","-","1.38%"
"Jul 26, 2006","4,082.75","4,015.15","4,091.85","3,968.95","-","2.10%"
"Jul 25, 2006","3,998.90","4,003.15","4,029.60","3,963.75","-","1.01%"
"Jul 24, 2006","3,958.95","3,863.55","3,974.45","3,811.05","-","2.16%"
"Jul 21, 2006","3,875.30","3,980.15","3,980.15","3,848.95","-","-2.86%"
"Jul 20, 2006","3,989.55","3,978.55","4,013.95","3,967.35","-","2.65%"
"Jul 19, 2006","3,886.40","4,090.80","4,114.50","3,872.70","-","-3.68%"
"Jul 18, 2006","4,035.00","4,061.60","4,105.40","3,995.30","-","0.34%"
"Jul 17, 2006","4,021.25","4,108.15","4,113.00","4,011.55","-","-2.18%"
"Jul 14, 2006","4,111.00","4,105.60","4,141.15","4,048.05","-","-1.19%"
"Jul 13, 2006","4,160.70","4,212.70","4,221.00","4,135.65","-","-1.19%"
"Jul 12, 2006","4,210.70","4,047.80","4,228.05","4,038.90","-","5.75%"
"Jul 11, 2006","3,981.90","4,025.05","4,027.55","3,946.80","-","-0.67%"
"Jul 10, 2006","4,008.70","3,881.00","4,019.30","3,876.60","-","3.53%"
"Jul 07, 2006","3,872.20","4,010.15","4,047.15","3,859.15","-","-2.95%"
"Jul 06, 2006","3,989.75","4,017.70","4,023.65","3,962.80","-","-1.36%"
"Jul 05, 2006","4,044.75","4,012.05","4,074.25","3,984.00","-","0.93%"
"Jul 04, 2006","4,007.55","4,024.40","4,062.95","4,000.60","-","0.04%"
"Jul 03, 2006","4,005.75","3,977.30","4,016.45","3,945.70","-","1.22%"
"Jun 30, 2006","3,957.55","3,891.60","3,969.45","3,891.60","-","3.26%"
"Jun 29, 2006","3,832.45","3,822.05","3,871.00","3,818.90","-","0.78%"
"Jun 28, 2006","3,802.85","3,700.85","3,827.65","3,660.45","-","1.38%"
"Jun 27, 2006","3,751.00","3,699.80","3,769.15","3,627.30","-","1.56%"
"Jun 26, 2006","3,693.50","3,833.05","3,833.35","3,676.30","-","-3.19%"
"Jun 25, 2006","3,815.05","3,841.95","3,844.30","3,802.60","-","0.32%"
"Jun 23, 2006","3,802.95","3,724.35","3,829.55","3,649.60","-","1.91%"
"Jun 22, 2006","3,731.50","3,703.40","3,772.55","3,703.40","-","1.80%"
"Jun 21, 2006","3,665.65","3,562.15","3,676.80","3,549.60","-","2.95%"
"Jun 20, 2006","3,560.45","3,652.00","3,652.00","3,539.80","-","-2.19%"
"Jun 19, 2006","3,640.05","3,639.95","3,658.30","3,552.40","-","0.33%"
"Jun 16, 2006","3,628.00","3,507.10","3,724.35","3,507.10","-","5.35%"
"Jun 15, 2006","3,443.85","3,329.80","3,463.00","3,275.25","-","6.97%"
"Jun 14, 2006","3,219.35","3,362.10","3,469.20","3,193.40","-","-4.24%"
"Jun 13, 2006","3,361.75","3,516.25","3,516.25","3,344.95","-","-4.85%"
"Jun 12, 2006","3,533.05","3,609.00","3,637.60","3,511.05","-","-2.08%"
"Jun 09, 2006","3,608.15","3,479.90","3,623.05","3,464.00","-","3.44%"
"Jun 08, 2006","3,488.20","3,649.85","3,649.85","3,422.55","-","-4.23%"
"Jun 07, 2006","3,642.25","3,732.80","3,752.25","3,593.50","-","-1.93%"
"Jun 06, 2006","3,714.00","3,791.10","3,811.30","3,674.65","-","-2.10%"
"Jun 05, 2006","3,793.70","3,884.45","3,919.30","3,775.95","-","-2.17%"
"Jun 02, 2006","3,877.80","3,763.20","3,887.80","3,734.95","-","3.17%"
"Jun 01, 2006","3,758.75","3,918.85","3,953.40","3,715.70","-","-2.87%"
"May 31, 2006","3,869.65","4,006.60","4,006.60","3,771.40","-","-3.86%"
"May 30, 2006","4,024.90","3,999.70","4,098.85","3,970.60","-","1.00%"
"May 29, 2006","3,984.90","3,980.80","4,020.60","3,963.30","-","0.19%"
"May 26, 2006","3,977.20","3,954.30","4,056.35","3,941.55","-","0.61%"
"May 25, 2006","3,953.00","3,847.50","3,969.45","3,769.10","-","2.42%"
"May 24, 2006","3,859.50","3,979.65","3,987.65","3,822.30","-","-1.95%"
"May 23, 2006","3,936.10","3,801.55","3,984.25","3,719.50","-","3.54%"
"May 22, 2006","3,801.55","4,070.15","4,108.60","3,754.45","-","-5.60%"
"May 19, 2006","4,027.05","4,154.70","4,254.45","3,998.95","-","-3.13%"
"May 18, 2006","4,157.20","4,365.20","4,365.20","4,112.30","-","-5.38%"
"May 17, 2006","4,393.80","4,321.70","4,409.15","4,321.70","-","1.99%"
"May 16, 2006","4,308.00","4,317.15","4,333.55","4,214.45","-","0.07%"
"May 15, 2006","4,304.90","4,407.85","4,407.85","4,270.25","-","-2.28%"
"May 12, 2006","4,405.55","4,402.95","4,457.45","4,352.35","-","-0.55%"
"May 11, 2006","4,430.10","4,443.05","4,465.70","4,412.20","-","-0.29%"
"May 10, 2006","4,443.05","4,439.85","4,466.50","4,426.55","-","0.46%"
"May 09, 2006","4,422.55","4,411.70","4,439.90","4,382.95","-","0.25%"
"May 08, 2006","4,411.45","4,460.40","4,472.30","4,401.20","-","0.45%"
"May 05, 2006","4,391.70","4,416.15","4,465.75","4,375.30","-","-0.53%"
"May 04, 2006","4,414.95","4,412.80","4,430.20","4,385.10","-","0.54%"
"May 03, 2006","4,391.25","4,363.50","4,398.60","4,343.05","-","0.74%"
"May 02, 2006","4,359.10","4,338.35","4,406.40","4,338.35","-","0.40%"
"Apr 29, 2006","4,341.85","4,317.40","4,370.45","4,317.40","-","0.67%"
"Apr 28, 2006","4,313.15","4,306.60","4,332.20","4,054.65","-","-0.26%"
"Apr 27, 2006","4,324.60","4,379.10","4,418.00","4,301.55","-","-1.15%"
"Apr 26, 2006","4,374.70","4,289.25","4,384.55","4,282.10","-","1.99%"
"Apr 25, 2006","4,289.55","4,371.50","4,385.00","4,275.50","-","-1.97%"
"Apr 24, 2006","4,375.70","4,461.75","4,473.20","4,357.65","-","-1.96%"
"Apr 21, 2006","4,463.10","4,502.90","4,536.30","4,402.35","-","-0.47%"
"Apr 20, 2006","4,484.05","4,502.05","4,523.90","4,452.75","-","-0.33%"
"Apr 19, 2006","4,498.70","4,586.65","4,651.30","4,465.85","-","-1.34%"
"Apr 18, 2006","4,559.60","4,418.75","4,565.00","4,418.75","-","4.22%"
"Apr 17, 2006","4,375.05","4,280.35","4,381.50","4,250.75","-","5.67%"
"Apr 13, 2006","4,140.45","4,191.85","4,228.20","4,103.90","-","-0.95%"
"Apr 12, 2006","4,180.00","4,355.05","4,365.00","4,162.60","-","-4.02%"
"Apr 10, 2006","4,355.20","4,349.05","4,389.75","4,326.65","-","0.18%"
"Apr 07, 2006","4,347.55","4,546.80","4,568.00","4,336.50","-","-1.69%"
"Apr 05, 2006","4,422.30","4,459.65","4,488.75","4,408.05","-","-0.84%"
"Apr 04, 2006","4,459.80","4,474.00","4,505.60","4,447.60","-","-0.01%"
"Apr 03, 2006","4,460.45","4,373.10","4,471.90","4,373.00","-","2.47%"
"Mar 31, 2006","4,352.90","4,418.70","4,418.70","4,340.80","-","-1.49%"
"Mar 30, 2006","4,418.75","4,325.95","4,448.65","4,325.95","-","2.59%"
"Mar 29, 2006","4,307.15","4,229.90","4,314.30","4,227.60","-","1.88%"
"Mar 28, 2006","4,227.55","4,181.20","4,261.00","4,180.45","-","1.11%"
"Mar 27, 2006","4,181.20","4,211.35","4,233.80","4,174.40","-","-0.67%"
"Mar 24, 2006","4,209.50","4,167.90","4,225.35","4,167.90","-","1.00%"
"Mar 23, 2006","4,167.85","4,213.50","4,226.20","4,156.00","-","-0.57%"
"Mar 22, 2006","4,191.90","4,232.75","4,239.10","4,166.60","-","-1.03%"
"Mar 21, 2006","4,235.65","4,259.95","4,293.50","4,205.30","-","-0.71%"
"Mar 20, 2006","4,265.80","4,145.35","4,273.55","4,145.35","-","2.93%"
"Mar 17, 2006","4,144.30","4,142.75","4,187.30","4,132.60","-","0.11%"
"Mar 16, 2006","4,139.95","4,121.70","4,148.70","4,121.70","-","0.52%"
"Mar 14, 2006","4,118.55","4,189.00","4,189.00","4,101.10","-","-1.06%"
"Mar 13, 2006","4,162.60","4,019.45","4,185.35","4,019.45","-","1.97%"
"Mar 10, 2006","4,082.35","3,972.10","4,088.15","3,972.10","-","2.27%"
"Mar 09, 2006","3,991.85","3,972.10","4,001.35","3,924.40","-","0.68%"
"Mar 08, 2006","3,964.85","4,022.50","4,022.50","3,954.10","-","-1.30%"
"Mar 07, 2006","4,017.25","4,057.30","4,059.10","4,009.30","-","-1.11%"
"Mar 06, 2006","4,062.25","4,017.25","4,073.90","4,015.15","-","1.12%"
"Mar 03, 2006","4,017.35","4,056.25","4,062.05","3,990.70","-","-0.92%"
"Mar 02, 2006","4,054.65","4,078.25","4,104.20","4,038.35","-","-0.37%"
"Mar 01, 2006","4,069.75","3,972.40","4,083.80","3,943.65","-","2.44%"
"Feb 28, 2006","3,972.90","3,988.20","4,005.15","3,934.05","-","-0.18%"
"Feb 27, 2006","3,979.95","3,921.85","3,984.65","3,921.10","-","1.63%"
"Feb 24, 2006","3,915.95","3,945.85","3,953.05","3,908.00","-","-0.76%"
"Feb 23, 2006","3,946.10","3,944.90","3,956.35","3,926.90","-","0.40%"
"Feb 22, 2006","3,930.20","3,935.80","3,939.40","3,909.60","-","-0.04%"
"Feb 21, 2006","3,931.95","3,932.05","3,952.75","3,920.60","-","0.40%"
"Feb 20, 2006","3,916.30","3,914.40","3,922.45","3,845.90","-","0.86%"
"Feb 17, 2006","3,883.05","3,883.10","3,915.80","3,871.40","-","0.32%"
"Feb 16, 2006","3,870.50","3,867.50","3,909.40","3,863.50","-","0.13%"
"Feb 15, 2006","3,865.65","3,909.65","3,919.30","3,839.85","-","-0.27%"
"Feb 14, 2006","3,876.10","3,952.60","3,956.15","3,867.85","-","-1.93%"
"Feb 13, 2006","3,952.55","3,975.55","3,988.05","3,945.90","-","-0.53%"
"Feb 10, 2006","3,973.65","3,958.40","3,987.75","3,944.85","-","0.39%"
"Feb 08, 2006","3,958.35","3,962.80","3,971.70","3,924.05","-","-0.44%"
"Feb 07, 2006","3,975.70","3,949.25","3,996.50","3,949.25","-","0.51%"
"Feb 06, 2006","3,955.55","3,896.60","3,962.25","3,881.40","-","1.49%"
"Feb 03, 2006","3,897.45","3,943.70","3,945.30","3,889.70","-","-1.11%"
"Feb 02, 2006","3,941.15","3,975.80","3,994.20","3,933.10","-","-0.78%"
"Feb 01, 2006","3,971.95","4,014.90","4,020.65","3,957.10","-","-0.96%"
"Jan 31, 2006","4,010.30","3,979.60","4,019.90","3,962.00","-","0.75%"
"Jan 30, 2006","3,980.35","3,974.15","3,999.75","3,940.25","-","0.20%"
"Jan 27, 2006","3,972.60","3,948.30","3,977.85","3,942.50","-","1.17%"
"Jan 25, 2006","3,926.80","3,908.90","3,945.95","3,908.90","-","0.96%"
"Jan 24, 2006","3,889.30","3,850.55","3,897.85","3,848.60","-","1.42%"
"Jan 23, 2006","3,834.95","3,873.95","3,873.95","3,822.65","-","-1.76%"
"Jan 20, 2006","3,903.65","3,993.90","3,993.90","3,887.80","-","0.09%"
"Jan 19, 2006","3,900.05","3,783.60","3,913.00","3,783.60","-","3.69%"
"Jan 18, 2006","3,761.30","3,770.25","3,788.45","3,725.70","-","0.18%"
"Jan 17, 2006","3,754.65","3,789.50","3,832.20","3,744.50","-","-0.75%"
"Jan 16, 2006","3,782.90","3,843.15","3,858.55","3,776.80","-","-1.58%"
"Jan 13, 2006","3,843.80","3,858.75","3,882.55","3,832.80","-","-0.32%"
"Jan 12, 2006","3,856.10","3,807.35","3,869.20","3,763.65","-","-0.86%"
"Jan 10, 2006","3,889.55","3,932.85","3,939.75","3,880.65","-","-1.12%"
"Jan 09, 2006","3,933.45","3,982.30","4,006.65","3,915.60","-","-1.09%"
"Jan 06, 2006","3,976.85","3,956.95","3,993.50","3,934.95","-","-0.15%"
"Jan 05, 2006","3,982.80","4,005.25","4,014.10","3,969.05","-","-0.54%"
"Jan 04, 2006","4,004.45","3,958.90","4,013.00","3,956.30","-","1.30%"
"Jan 03, 2006","3,953.25","3,883.55","3,960.70","3,883.55","-","1.78%"
"Jan 02, 2006","3,884.25","3,905.35","3,914.30","3,874.10","-","-0.58%"
"Dec 30, 2005","3,906.90","3,882.70","3,920.00","3,875.65","-","0.37%"
"Dec 29, 2005","3,892.50","3,864.55","3,901.50","3,856.30","-","0.90%"
"Dec 28, 2005","3,857.90","3,875.40","3,886.00","3,835.10","-","-0.47%"
"Dec 27, 2005","3,876.15","3,792.25","3,883.10","3,778.10","-","1.92%"
"Dec 26, 2005","3,803.05","3,859.20","3,862.30","3,797.95","-","-1.48%"
"Dec 23, 2005","3,860.00","3,886.15","3,918.70","3,849.50","-","-0.42%"
"Dec 22, 2005","3,876.35","3,867.30","3,891.55","3,852.85","-","0.40%"
"Dec 21, 2005","3,860.80","3,879.95","3,910.20","3,829.65","-","-0.48%"
"Dec 20, 2005","3,879.30","3,940.75","3,940.75","3,860.20","-","-1.18%"
"Dec 19, 2005","3,925.55","3,840.30","3,930.40","3,840.30","-","1.77%"
"Dec 16, 2005","3,857.35","3,803.25","3,867.15","3,789.60","-","1.45%"
"Dec 15, 2005","3,802.25","3,794.10","3,826.35","3,777.00","-","0.28%"
"Dec 14, 2005","3,791.60","3,806.20","3,818.95","3,765.40","-","-0.42%"
"Dec 13, 2005","3,807.60","3,762.00","3,814.50","3,749.95","-","1.31%"
"Dec 12, 2005","3,758.55","3,768.75","3,796.55","3,733.40","-","-0.30%"
"Dec 09, 2005","3,769.75","3,682.05","3,781.50","3,682.05","-","2.17%"
"Dec 08, 2005","3,689.80","3,671.15","3,701.95","3,654.40","-","0.50%"
"Dec 07, 2005","3,671.45","3,623.85","3,686.20","3,623.85","-","1.39%"
"Dec 06, 2005","3,621.15","3,593.75","3,661.55","3,577.00","-","0.82%"
"Dec 05, 2005","3,591.80","3,640.75","3,654.30","3,581.35","-","-1.34%"
"Dec 02, 2005","3,640.55","3,608.10","3,677.50","3,608.10","-","0.76%"
"Dec 01, 2005","3,613.15","3,532.75","3,620.55","3,520.30","-","2.24%"
"Nov 30, 2005","3,533.95","3,620.50","3,639.40","3,525.80","-","-2.39%"
"Nov 29, 2005","3,620.55","3,615.10","3,625.20","3,563.00","-","0.08%"
"Nov 28, 2005","3,617.70","3,591.75","3,631.90","3,591.75","-","0.56%"
"Nov 26, 2005","3,597.65","3,593.15","3,609.00","3,580.60","-","0.15%"
"Nov 25, 2005","3,592.40","3,550.80","3,601.10","3,550.80","-","1.18%"
"Nov 24, 2005","3,550.50","3,531.05","3,570.80","3,531.05","-","0.46%"
"Nov 23, 2005","3,534.20","3,486.25","3,543.10","3,483.00","-","1.39%"
"Nov 22, 2005","3,485.65","3,514.30","3,543.15","3,476.10","-","-0.68%"
"Nov 21, 2005","3,509.45","3,536.75","3,550.10","3,495.70","-","-0.77%"
"Nov 18, 2005","3,536.55","3,523.10","3,553.35","3,523.10","-","0.81%"
"Nov 17, 2005","3,508.00","3,512.55","3,518.15","3,466.55","-","-0.14%"
"Nov 16, 2005","3,512.80","3,461.35","3,517.75","3,458.05","-","1.51%"
"Nov 14, 2005","3,460.45","3,461.05","3,491.05","3,430.50","-","-0.01%"
"Nov 11, 2005","3,460.70","3,392.30","3,464.30","3,392.10","-","2.13%"
"Nov 10, 2005","3,388.40","3,364.20","3,395.90","3,360.90","-","0.91%"
"Nov 09, 2005","3,357.95","3,389.60","3,419.20","3,342.50","-","-1.20%"
"Nov 08, 2005","3,398.65","3,342.15","3,410.85","3,342.15","-","1.44%"
"Nov 07, 2005","3,350.40","3,280.75","3,355.00","3,276.20","-","1.91%"
"Nov 02, 2005","3,287.65","3,228.25","3,298.00","3,183.40","-","1.77%"
"Nov 01, 2005","3,230.55","3,221.75","3,262.05","3,218.60","-","0.58%"
"Oct 31, 2005","3,211.95","3,121.10","3,217.80","3,121.10","-","2.95%"
"Oct 28, 2005","3,119.85","3,193.85","3,193.85","3,106.75","-","-2.58%"
